'tween decks	'tween deck
discouraged	discourag
discouraging	discourag
discourteous	discourteou
discovered	discover
discredited	discredit
discriminating	discriminat
discriminative stimulus	discriminative stimulu
discus	discu
diseased	diseas
disembodied	disembodi
disenchanted	disenchant
disenchanting	disenchant
disenfranchised	disenfranchis
disentangled	disentangl
disfigured	disfigur
disfranchised	disfranchis
disgraced	disgrac
disgruntled	disgruntl
disguised	disguis
disgusted	disgust
disgusting	disgust
dish-shaped	dish-shap
disharmonious	disharmoniou
disheartened	dishearten
disheartening	dishearten
dished	dish
disheveled	dishevel
dishevelled	dishevell
dishonored	dishonor
dishwashing	dishwash
disillusioned	disillusion
disillusioning	disillusion
disinclined	disinclin
disingenuous	disingenuou
disinherited	disinherit
disinterested	disinterest
disjoined	disjoin
disjointed	disjoint
disk-shaped	disk-shap
disliked	dislik
dislocated	dislocat
dismantled	dismantl
dismantling	dismantl
dismayed	dismay
dismaying	dismay
dismissed	dismiss
disobliging	disoblig
disordered	disorder
disorganised	disorganis
disorganized	disorganiz
disoriented	disorient
disorienting	disorient
disowning	disown
disparaging	disparag
dispensed	dispens
dispersed	dispers
dispersed particles	dispersed particle
dispirited	dispirit
dispiriting	dispirit
displeased	displeas
displeasing	displeas
disposed	dispos
dispossessed	dispossess
disputatious	disputatiou
disputed	disput
disqualified	disqualifi
disqualifying	disqualify
disquieted	disquiet
disquieting	disquiet
disregarded	disregard
disregarding	disregard
disrupted	disrupt
dissatisfied	dissatisfi
dissected	dissect
dissembling	dissembl
disseminated lupus erythematosus	disseminated lupus erythematosu
disseminated multiple sclerosis	disseminated multiple sclerosi
disseminated sclerosis	disseminated sclerosi
dissenting	dissent
dissentious	dissentiou
dissipated	dissipat
dissolved	dissolv
dissolving	dissolv
distinguished	distinguish
distomatosis	distomatosi
distorted	distort
distracted	distract
distressed	distress
distressing	distress
distributed	distribut
distributed data processing	distributed data process
distributor housing	distributor hous
disturbed	disturb
disturbing	disturb
disunited	disunit
disused	disus
ditch reed	ditch re
dithering	dither
diuresis	diuresi
divan bed	divan b
dive-bombing	dive-bomb
divergent strabismus	divergent strabismu
divergent thinking	divergent think
diverging	diverg
diverging lens	diverging len
divers	diver
diversified	diversifi
diversionary landing	diversionary land
diverted	divert
diverticulitis	diverticuliti
diverticulosis	diverticulosi
diverting	divert
divided	divid
divine right of kings	divine right of king
diving	div
division lichenes	division lichene
divorced	divorc
dixiecrats	dixiecrat
dizygous	dizygou
dmus	dmu
do drugs	do drug
do the dishes	do the dishe
do the honors	do the honor
do-nothing	do-noth
docking	dock
doctor of arts	doctor of art
doctor of fine arts	doctor of fine art
doctor of humane letters	doctor of humane letter
doctor of humanities	doctor of humanitie
doctor of laws	doctor of law
doctor of musical arts	doctor of musical art
documented	document
doddering	dodder
dodging	dodg
dog breeding	dog breed
dog days	dog day
dog racing	dog rac
dog sled	dog sl
dog-eared	dog-ear
dog-sized	dog-siz
dog-tired	dog-tir
dogged	dogg
dogging	dogg
dogsled	dogsl
doing business as	doing business a
doings	doing
doldrums	doldrum
dolichonyx oryzivorus	dolichonyx oryzivoru
dolichos	dolicho
dolichos biflorus	dolichos bifloru
dolichos lignosus	dolichos lignosu
dolichotis	dolichoti
doll's eyes	doll's eye
dolmas	dolma
dolomite alps	dolomite alp
dolorous	dolorou
dolourous	dolourou
dome-shaped	dome-shap
domed	dom
domenikos theotocopoulos	domenikos theotocopoulo
domesticated	domesticat
dominated	dominat
dominating	dominat
domineering	domineer
dominicus	dominicu
dominoes	dominoe
dominos	domino
dominus	dominu
don marquis	don marqui
donald robert perry marquis	donald robert perry marqui
donatus	donatu
donbas	donba
doofus	doofu
doomed	doom
doped	dop
doris	dori
doris lessing	doris less
doris may lessing	doris may less
dorking	dork
dorotheanthus	dorotheanthu
dorotheanthus bellidiformis	dorotheanthus bellidiformi
dorothy l. sayers	dorothy l. sayer
dorothy leigh sayers	dorothy leigh sayer
dorothy sayers	dorothy sayer
doryopteris	doryopteri
dos passos	dos passo
dosed	dos
doting	dot
dotted	dott
double bed	double b
double damages	double damage
double dipping	double dipp
double glazing	double glaz
double quotes	double quote
double reed	double re
double stopping	double stopp
double-barreled	double-barrel
double-barrelled	double-barrell
double-bedded	double-bedd
double-breasted	double-breast
double-chinned	double-chinn
double-crossing	double-cross
double-dealing	double-deal
double-dyed	double-dy
double-edged	double-edg
double-entry bookkeeping	double-entry bookkeep
double-faced	double-fac
double-geared	double-gear
double-humped	double-hump
double-jointed	double-joint
double-spaced	double-spac
double-spacing	double-spac
double-tongued	double-tongu
doubled	doubl
doubles	double
doubling	doubl
doubting	doubt
doubting thomas	doubting thoma
doughnut-shaped	doughnut-shap
douglas	dougla
douglas elton fairbanks	douglas elton fairbank
douglas fairbanks	douglas fairbank
dousing	dous
dovyalis	dovyali
dow jones	dow jone
dowding	dowd
doweling	dowel
dowered	dower
down the stairs	down the stair
downhearted	downheart
downing	down
downsizing	downsiz
downstairs	downstair
downswing	downsw
downward-arching	downward-arch
downward-sloping	downward-slop
downwards	downward
dowsing	dows
dozens	dozen
dracunculiasis	dracunculiasi
dracunculus	dracunculu
dracunculus medinensis	dracunculus medinensi
dracunculus vulgaris	dracunculus vulgari
drafting	draft
drag one's heels	drag one's heel
dragging	dragg
draggled	draggl
drained	drain
draining	drain
dramatics	dramatic
draped	drap
draughts	draught
drawers	drawer
drawing	draw
drawing lots	drawing lot
drawing string	drawing str
drawstring	drawstr
dreaded	dread
dreamed	dream
dreaming	dream
dregs	dreg
drenched	drench
drenching	drench
drepanis	drepani
dress blues	dress blue
dress whites	dress white
dressed	dress
dressed to the nines	dressed to the nine
dressing	dress
dressmaking	dressmak
dreyfus	dreyfu
dribbling	dribbl
dried	dri
drifting	drift
drilled	drill
drilling	drill
drimys	drimy
drinking	drink
drip feed	drip fe
dripping	dripp
drippings	dripping
drive-by killing	drive-by kill
drive-by shooting	drive-by shoot
driving	driv
drizzling	drizzl
drms	drm
dromaius	dromaiu
droning	dron
drooping	droop
drop earring	drop earr
drop like flies	drop like flie
drop-seed	drop-se
dropping	dropp
droppings	dropping
dropseed	dropse
drowsing	drows
drubbing	drubb
drudging	drudg
drug trafficking	drug traffick
drug-addicted	drug-addict
drugged	drugg
drugging	drugg
drum-shaped	drum-shap
drumming	drumm
drupaceous	drupaceou
druthers	druther
dry cleaners	dry cleaner
dry cleaning	dry clean
dry walling	dry wall
dry-cleaned	dry-clean
dry-eyed	dry-ey
dry-gulching	dry-gulch
dryas	drya
drygoods	drygood
drymarchon corais	drymarchon corai
dryopithecus	dryopithecu
dryopithecus rudapithecus hungaricus	dryopithecus rudapithecus hungaricu
dryopteris	dryopteri
dryopteris filix-mas	dryopteris filix-ma
dryopteris fragrans	dryopteris fragran
dryopteris marginalis	dryopteris marginali
dryopteris noveboracensis	dryopteris noveboracensi
dryopteris oreades	dryopteris oreade
dryopteris oreopteris	dryopteris oreopteri
dryopteris phegopteris	dryopteris phegopteri
dryopteris thelypteris	dryopteris thelypteri
dryopteris thelypteris pubescens	dryopteris thelypteris pubescen
drypis	drypi
du bois	du boi
dubbing	dubb
dubious	dubiou
duchesse de valentinois	duchesse de valentinoi
duck hunting	duck hunt
duck-billed	duck-bill
duck-billed platypus	duck-billed platypu
duckbilled platypus	duckbilled platypu
ducking	duck
duckling	duckl
duckpins	duckpin
ducks and drakes	ducks and drake
duckweed	duckwe
ductulus	ductulu
ductus arteriosus	ductus arteriosu
ductus deferens	ductus deferen
duds	dud
dukas	duka
dulled	dull
dulles	dulle
dumas	duma
dumbfounded	dumbfound
dumbfounding	dumbfound
dumetella carolinensis	dumetella carolinensi
dumfounded	dumfound
dumfounding	dumfound
dumping	dump
dumpling	dumpl
dumplings	dumpling
dumps	dump
dun-colored	dun-color
dun-coloured	dun-colour
dune cycling	dune cycl
dunkers	dunker
duns scotus	duns scotu
duplicitous	duplicitou
durable goods	durable good
durables	durable
durio zibethinus	durio zibethinu
durres	durre
dusicyon cancrivorus	dusicyon cancrivoru
dusky-colored	dusky-color
dusky-coloured	dusky-colour
dust-covered	dust-cover
dutch east indies	dutch east indie
dutch elm fungus	dutch elm fungu
dutch iris	dutch iri
dutchman's breeches	dutchman's breeche
duteous	duteou
dwarf iris	dwarf iri
dwelling	dwell
dwight davis	dwight davi
dwight filley davis	dwight filley davi
dwindling	dwindl
dyaus	dyau
dye-works	dye-work
dyeing	dye
dyer's greenweed	dyer's greenwe
dyer's weed	dyer's we
dyeweed	dyewe
dylan marlais thomas	dylan marlais thoma
dylan thomas	dylan thoma
dynamics	dynamic
dysdercus	dysdercu
dysgenesis	dysgenesi
dysgenics	dysgenic
e. e. cummings	e. e. cumming
eacles	eacle
eacles imperialis	eacles imperiali
eagle-eyed	eagle-ey
eames	eame
ear fungus	ear fungu
ear-shaped	ear-shap
eared	ear
early days	early day
early-blooming	early-bloom
early-flowering	early-flower
earned	earn
earnings	earning
earring	earr
earsplitting	earsplitt
earthing	earth
earthling	earthl
earthshaking	earthshak
eased	eas
easing	eas
east indies	east indie
east saint louis	east saint loui
easter cactus	easter cactu
eastern highlands	eastern highland
eastern united states	eastern united state
eastwards	eastward
easy going	easy go
easygoing	easygo
eating	eat
eats	eat
eaves	eave
ebbing	ebb
ebenales	ebenale
eblis	ebli
ebola virus	ebola viru
ebonics	ebonic
ecchymosis	ecchymosi
eccles	eccle
ecclesiastes	ecclesiaste
ecclesiasticus	ecclesiasticu
eccyesis	eccyesi
ecdysis	ecdysi
ecesis	ecesi
echeneis	echenei
echeneis naucrates	echeneis naucrate
echinocactus	echinocactu
echinocereus	echinocereu
echinococcosis	echinococcosi
echinococcus	echinococcu
echinoderm genus	echinoderm genu
echinops	echinop
echinus	echinu
echinus esculentus	echinus esculentu
echo sounding	echo sound
echoing	echo
echovirus	echoviru
eclipsis	eclipsi
econometrics	econometric
economic crisis	economic crisi
economics	economic
ecphonesis	ecphonesi
ectasis	ectasi
ectopistes	ectopiste
ectopistes migratorius	ectopistes migratoriu
edacious	edaciou
edaphosaurus	edaphosauru
edematous	edematou
edentulous	edentulou
edgar degas	edgar dega
edgar lee masters	edgar lee master
edgar rice burroughs	edgar rice burrough
edged	edg
edgeways	edgeway
edging	edg
edible asparagus	edible asparagu
edible seed	edible se
edified	edifi
edifying	edify
edited	edit
editing	edit
edmontosaurus	edmontosauru
educated	educat
edward antony richard louis	edward antony richard loui
edward estlin cummings	edward estlin cumming
edward james hughes	edward james hughe
edward wyllis scripps	edward wyllis scripp
edwards	edward
eel-shaped	eel-shap
effected	effect
effects	effect
effervescing	effervesc
efficacious	efficaciou
egadi islands	egadi island
egg laying	egg lay
egg-filled	egg-fill
egg-producing	egg-produc
egg-shaped	egg-shap
eggs	egg
egis	egi
egregious	egregiou
egretta albus	egretta albu
egyptian paper reed	egyptian paper re
eichhornia crassipes	eichhornia crassipe
eidos	eido
eight-membered	eight-member
eight-sided	eight-sid
eighties	eightie
eisegesis	eisegesi
elaborated	elaborat
elaeagnus	elaeagnu
elaeis	elaei
elaeis guineensis	elaeis guineensi
elaeocarpus	elaeocarpu
elaeocarpus grandis	elaeocarpus grandi
elagatis	elagati
elanoides	elanoide
elanoides forficatus	elanoides forficatu
elanus	elanu
elanus leucurus	elanus leucuru
elaphurus	elaphuru
elaphurus davidianus	elaphurus davidianu
elapsed	elaps
elastic modulus	elastic modulu
elasticised	elasticis
elasticized	elasticiz
elastosis	elastosi
elated	elat
elating	elat
elbowing	elbow
elected	elect
electioneering	electioneer
electric healing	electric heal
electrical engineering	electrical engineer
electrical healing	electrical heal
electrifying	electrify
electrochemical series	electrochemical serie
electrolysis	electrolysi
electromagnetics	electromagnetic
electromotive force series	electromotive force serie
electromotive series	electromotive serie
electron lens	electron len
electron optics	electron optic
electronic counter-countermeasures	electronic counter-countermeasure
electronic countermeasures	electronic countermeasure
electronic data processing	electronic data process
electronic jamming	electronic jamm
electronic messaging	electronic messag
electronic stylus	electronic stylu
electronic warfare-support measures	electronic warfare-support measure
electronics	electronic
electrophoresis	electrophoresi
electrophorus	electrophoru
electrostatics	electrostatic
elegant cat's ears	elegant cat's ear
elements	element
eleocharis	eleochari
eleocharis acicularis	eleocharis aciculari
eleocharis dulcis	eleocharis dulci
eleocharis palustris	eleocharis palustri
elephantiasis	elephantiasi
elephantopus	elephantopu
elephas	elepha
elephas maximus	elephas maximu
eleutherodactylus	eleutherodactylu
elevated	elevat
eleven-plus	eleven-plu
eleven-sided	eleven-sid
elgin marbles	elgin marble
elia kazanjoglous	elia kazanjoglou
elicited	elicit
eliomys	eliomy
elisha graves otis	elisha graves oti
elizabeth barrett browning	elizabeth barrett brown
ellas	ella
ellice islands	ellice island
ellipsis	ellipsi
elodea canadensis	elodea canadensi
elongated	elongat
elops	elop
elops saurus	elops sauru
eluding	elud
elves	elve
elvis	elvi
elymus	elymu
elymus arenarius	elymus arenariu
elymus canadensis	elymus canadensi
elymus condensatus	elymus condensatu
elymus hispidus	elymus hispidu
elymus trachycaulos	elymus trachycaulo
elysian fields	elysian field
emaciated	emaciat
emancipated	emancipat
emasculated	emasculat
embarrassed	embarrass
embarrassing	embarrass
embattled	embattl
embed	emb
embedded	embedd
emberiza schoeniclus	emberiza schoeniclu
embezzled	embezzl
embodied	embodi
emboldened	embolden
embolus	embolu
embossed	emboss
embracing	embrac
embroiled	embroil
emended	emend
emergency landing	emergency land
emerging	emerg
emeritus	emeritu
emesis	emesi
emil klaus julius fuchs	emil klaus julius fuch
empedocles	empedocle
emphasis	emphasi
emphasised	emphasis
emphasized	emphasiz
emphasizing	emphasiz
emphysematous	emphysematou
empire state building	empire state build
employed	employ
empowered	empower
empty words	empty word
empty-bellied	empty-belli
empty-handed	empty-hand
empty-headed	empty-head
emptying	empty
empurpled	empurpl
emulous	emulou
enabling	enabl
enamored	enamor
enarthrosis	enarthrosi
encased	encas
enceliopsis	enceliopsi
enceliopsis nudicaulis	enceliopsis nudicauli
encephalartos	encephalarto
encephalitis	encephaliti
encephalomeningitis	encephalomeningiti
encephalomyelitis	encephalomyeliti
enchained	enchain
enchanted	enchant
enchanting	enchant
encircled	encircl
encircling	encircl
enclosed	enclos
enclosing	enclos
encoding	encod
encompassing	encompass
encopresis	encopresi
encouraged	encourag
encouraging	encourag
encroaching	encroach
encrusted	encrust
encumbered	encumber
encyclia tampensis	encyclia tampensi
encysted	encyst
end-rhymed	end-rhym
end-stopped	end-stopp
endangered	endanger
endangered species	endangered specie
endarteritis	endarteriti
endearing	endear
ended	end
endemic typhus	endemic typhu
ending	end
endocarditis	endocarditi
endocervicitis	endocerviciti
endodontics	endodontic
endogamous	endogamou
endogenous	endogenou
endometriosis	endometriosi
endometritis	endometriti
endomycetales	endomycetale
endovenous	endovenou
endowed	endow
endurance riding	endurance rid
enduring	endur
endways	endway
energising	energis
